BarcodeID,TripID,Region,Reach,Date,SampleNumber,RiverMile,DepthTotal,DepthSample,DepthIntegrated,GearID,TimeDay,TimeBegin,TimeElapsed,SuspendedLoad,Collector,FmUse,FiltrationEfficiency,Distance,Velocity,Volume,FlagStrange,FlagDelete,EntererSample,Processor,ProcessDate,ProcessTime,QAQC,Checker,EntererSpecimen,Notes
D01625,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,"4,4",0,23,,TRUE,3,Day,09:25:49,151,,,Net,0.9211,210.14,1.39,15.34,FALSE,FALSE,,GarciaPenaD,,0.68,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01626,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,"5,5",0,21.5,,TRUE,3,Day,09:36:21,166,,,Net,0.9685,198.17,1.19,14.47,FALSE,FALSE,,IngramA,,0.57,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01627,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,1,-15,27.5,,TRUE,3,Day,10:58:24,139,,,Net,0.8772,240.51,1.73,17.56,FALSE,FALSE,,IngramA,,0.17,FALSE,,,HFE Lagrangian sampling.
D01628,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,2,-14,31.5,,TRUE,3,Day,11:16:46,135,,,Net,0.8909,212.62,1.57,15.52,FALSE,FALSE,,GarciaPenaD,,0.1,FALSE,,,HFE Lagrangian sampling.
D01629,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,3,-13.3,15.5,,TRUE,3,Day,11:26:31,140,,,Net,0.9619,216.2,1.54,15.78,FALSE,FALSE,,GarciaPenaD,,0.17,FALSE,,,HFE Lagrangian sampling.
D01630,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,4,-12.9,49,,TRUE,3,Day,11:39:25,144,,,Net,0.8928,292.75,2.03,21.37,FALSE,FALSE,,GarciaPenaD,,0.43,FALSE,,,HFE Lagrangian sampling.
D01631,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,5,-12,18.5,,TRUE,3,Day,11:55:37,133,,,Net,0.9062,269.24,2.02,19.65,FALSE,FALSE,,IngramA,,0.4,FALSE,,,HFE Lagrangian sampling.
D01632,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,6,-11.5,34.5,,TRUE,3,Day,12:07:16,124,,,Net,0.9016,237.04,1.91,17.3,FALSE,FALSE,,IngramA,,0.27,FALSE,,,HFE Lagrangian sampling.
D01633,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,7,-11,20.5,,TRUE,3,Day,12:44:32,128,,,Net,0.9207,145.56,1.14,10.63,FALSE,FALSE,,IngramA,,0.2,FALSE,,,HFE Lagrangian sampling.
D01634,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,8,-10.5,27.5,,TRUE,3,Day,12:53:51,151,,,Net,0.9618,148.97,0.99,10.87,FALSE,FALSE,,IngramA,,0.25,FALSE,,,HFE Lagrangian sampling.
D01635,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,9,-10,15,,TRUE,3,Day,13:19:43,178,,,Net,0.9436,237.37,1.33,17.33,FALSE,FALSE,,IngramA,,0.43,FALSE,,,HFE Lagrangian sampling.
D01636,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,10,-9,20.5,,TRUE,3,Day,13:32:22,135,,,Net,0.8896,239.76,1.78,17.5,FALSE,FALSE,,IngramA,,0.5,FALSE,,,HFE Lagrangian sampling.
D01637,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,11,-8,36.5,,TRUE,3,Day,13:44:36,124,,,Net,1.0888,264.91,2.14,19.34,FALSE,FALSE,,IngramA,,0.5,FALSE,,,HFE Lagrangian sampling.
D01638,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,12,-7.5,30,,TRUE,3,Day,13:56:00,121,,,Net,0.9252,116.13,0.96,8.48,FALSE,FALSE,,GarciaPenaD,,0.3,FALSE,,,HFE Lagrangian sampling.
D01639,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,13,-7,43.5,,TRUE,3,Day,14:07:49,136,,,Net,0.9263,183.19,1.35,13.37,FALSE,FALSE,,GarciaPenaD,,0.38,FALSE,,,HFE Lagrangian sampling.
D01640,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,14,-6.5,43,,TRUE,3,Day,14:17:55,105,,,Net,0.9012,124.87,1.19,9.12,TRUE,FALSE,,GarciaPenaD,,0.25,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01641,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,15,-6,34,,TRUE,3,Day,14:28:30,125,,,Net,0.946,148,1.18,10.8,FALSE,FALSE,,GarciaPenaD,,0.18,FALSE,,,HFE Lagrangian sampling.
D01642,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,16,-5.5,32.5,,TRUE,3,Day,14:41:06,152,,,Net,0.9301,223.73,1.47,16.33,FALSE,FALSE,,GarciaPenaD,,0.27,FALSE,,,HFE Lagrangian sampling.
D01643,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,17,-4.9,26.5,,TRUE,3,Day,14:53:29,107,,,Net,0.9074,170.03,1.59,12.41,TRUE,FALSE,,IngramA,,0.3,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01644,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,18,-4,24,,TRUE,3,Day,15:07:50,130,,,Net,0.9055,192.55,1.48,14.06,FALSE,FALSE,,GarciaPenaD,,0.55,FALSE,,,HFE Lagrangian sampling.
D01645,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,19,-3.5,22.5,,TRUE,3,Day,15:18:36,121,,,Net,0.9204,181.14,1.5,13.22,FALSE,FALSE,,GarciaPenaD,,0.55,FALSE,,,HFE Lagrangian sampling.
D01646,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,20,-2.6,44.5,,TRUE,3,Day,15:32:34,136,,,Net,0.8645,166.35,1.22,12.14,FALSE,FALSE,,GarciaPenaD,,0.5,FALSE,,,HFE Lagrangian sampling.
D01647,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,21,-2.1,19,,TRUE,3,Day,15:43:11,128,,,Net,0.9172,280.32,2.19,20.46,FALSE,FALSE,,GarciaPenaD,,0.52,FALSE,,,HFE Lagrangian sampling.
D01648,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,22,-1,32.5,,TRUE,3,Day,15:56:08,160,,,Net,0.8914,221.71,1.39,16.18,FALSE,FALSE,,IngramA,,1.63,FALSE,,,HFE Lagrangian sampling.
D01649,LF20131110,GrandCanyon,CRLeesFerry,11/13/2013,23,0,28,,TRUE,3,Day,16:10:07,157,,,Net,0.9581,208.99,1.33,15.26,FALSE,FALSE,,IngramA,,0.48,FALSE,,,HFE Lagrangian sampling.
D01650,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,"1,1",0,29,,TRUE,3,Day,09:05:51,107,,,Net,1.1191,147.82,1.38,10.79,TRUE,FALSE,,QuigleyT,,2.75,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01651,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,"2,2",0,30,,TRUE,3,Day,09:15:05,150,,,Net,0.9505,216.49,1.44,15.8,FALSE,FALSE,,QuigleyT,,2.03,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01652,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,"3,3",0,28,,TRUE,3,Day,09:23:11,117,,,Net,0.9331,165.17,1.41,12.06,TRUE,FALSE,,EvansM,,2.5,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01653,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,"4,4",0,23,,TRUE,3,Day,09:31:07,106,,,Net,1.3941,150.08,1.42,10.96,TRUE,FALSE,,EvansM,,0.98,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01654,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,"5,5",0,21,,TRUE,3,Day,09:38:47,104,,,Net,0.9496,120.59,1.16,8.8,TRUE,FALSE,,EvansM,,0.93,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01655,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,1,-15,24,,TRUE,3,Day,11:12:05,135,,,Net,0.8778,203.2,1.51,14.83,FALSE,FALSE,,IngramA,,0.18,FALSE,,,HFE Lagrangian sampling.
D01656,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,2,-14,29.5,,TRUE,3,Day,11:25:25,151,,,Net,0.8838,238.33,1.58,17.4,FALSE,FALSE,,IngramA,,0.33,FALSE,,,HFE Lagrangian sampling.
D01657,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,3,-13.3,16,,TRUE,3,Day,11:37:57,115,,,Net,0.9305,172.91,1.5,12.62,TRUE,FALSE,,GarciaPenaD,,0.07,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01658,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,4,-12.9,50,,TRUE,3,Day,11:47:05,189,,,Net,0.9308,404.66,2.14,29.54,FALSE,FALSE,,GarciaPenaD,,0.15,FALSE,,,HFE Lagrangian sampling.
D01659,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,5,-12,18.5,,TRUE,3,Day,12:02:17,105,,,Net,0.946,173.48,1.65,12.66,TRUE,FALSE,,IngramA,,0.28,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01660,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,6,-11.5,34.5,,TRUE,3,Day,12:12:34,103,,,Net,0.9286,179.07,1.74,13.07,TRUE,FALSE,,IngramA,,0.18,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01661,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,7,-11,20.5,,TRUE,3,Day,13:03:28,123,,,Net,0.9144,156.88,1.28,11.45,FALSE,FALSE,,GarciaPenaD,,0.12,FALSE,,,HFE Lagrangian sampling.
D01662,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,8,-10.5,38.5,,TRUE,3,Day,13:14:07,120,,,Net,0.976,118.39,0.99,8.64,FALSE,FALSE,,GarciaPenaD,,0.12,FALSE,,,HFE Lagrangian sampling.
D01663,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,9,-10,12.5,,TRUE,3,Day,13:24:09,135,,,Net,0.9992,228.17,1.69,16.66,FALSE,FALSE,,GarciaPenaD,,0.17,FALSE,,,HFE Lagrangian sampling.
D01664,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,10,-9,21.5,,TRUE,3,Day,13:36:52,123,,,Net,0.9261,219.75,1.79,16.04,FALSE,FALSE,,GarciaPenaD,,0.3,FALSE,,,HFE Lagrangian sampling.
D01665,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,11,-8,35.5,,TRUE,3,Day,13:48:44,155,,,Net,0.9162,335.12,2.16,24.46,FALSE,FALSE,,IngramA,,0.8,FALSE,,,HFE Lagrangian sampling.
D01666,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,12,-7.5,28.5,,TRUE,3,Day,14:02:00,110,,,Net,0.9405,117.82,1.07,8.6,TRUE,FALSE,,IngramA,,0.47,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01667,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,13,-7,42.5,,TRUE,3,Day,14:17:51,105,,,Net,0.9142,155.64,1.48,11.36,TRUE,FALSE,,IngramA,,0.52,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01668,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,14,-6.5,42,,TRUE,3,Day,14:35:53,126,,,Net,0.946,153.57,1.22,11.21,FALSE,FALSE,,IngramA,,0.35,FALSE,,,HFE Lagrangian sampling.
D01669,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,15,-6,22.5,,TRUE,3,Day,14:45:25,124,,,Net,0.9464,151.04,1.22,11.03,FALSE,FALSE,,IngramA,,0.28,FALSE,,,HFE Lagrangian sampling.
D01670,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,16,-5.5,32,,TRUE,3,Day,14:55:50,90,,,Net,0.9433,129.71,1.44,9.47,TRUE,FALSE,,IngramA,,0.48,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01671,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,17,-4.9,26,,TRUE,3,Day,15:07:34,129,,,Net,0.9156,213.16,1.65,15.56,FALSE,FALSE,,IngramA,,0.42,FALSE,,,HFE Lagrangian sampling.
D01672,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,18,-4,22.5,,TRUE,3,Day,15:18:32,138,,,Net,0.9741,177.78,1.29,12.98,FALSE,FALSE,,GarciaPenaD,,0.37,FALSE,,,HFE Lagrangian sampling.
D01673,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,19,-3.5,22,,TRUE,3,Day,15:33:50,113,,,Net,,176.44,1.56,12.88,TRUE,FALSE,,GarciaPenaD,,0.55,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01674,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,20,-2.6,44,,TRUE,3,Day,15:48:02,197,,,Net,0.9388,202.37,1.03,14.77,FALSE,FALSE,,GarciaPenaD,,0.38,FALSE,,,HFE Lagrangian sampling.
D01675,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,21,-2.1,21,,TRUE,3,Day,16:01:56,115,,,Net,0.9479,291,2.53,21.24,TRUE,FALSE,,GarciaPenaD,,0.88,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01676,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,22,-1,36.5,,TRUE,3,Day,16:21:35,112,,,Net,0.8498,168.21,1.5,12.28,TRUE,FALSE,,GarciaPenaD,,0.33,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01677,LF20131110,GrandCanyon,CRLeesFerry,11/14/2013,23,0,27.5,,TRUE,3,Day,16:35:08,117,,,Net,0.9275,168.64,1.44,12.31,TRUE,FALSE,,,,0,FALSE,,,HFE Lagrangian sampling. Short sample duration verified (2017-06-28 JDM).
D01678,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,"1,1",0,29,,TRUE,3,Day,09:15:10,132,,,Net,0.9719,206.89,1.57,15.1,FALSE,FALSE,,GarciaPenaD,,0.75,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01679,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,"2,2",0,30,,TRUE,3,Day,09:25:50,142,,,Net,1.0272,218.37,1.54,15.94,FALSE,FALSE,,GarciaPenaD,,0.45,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01680,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,"3,3",0,28,,TRUE,3,Day,09:35:20,142,,,Net,0.9589,213.32,1.5,15.57,FALSE,FALSE,,GarciaPenaD,,0.4,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01681,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,"4,4",0,23,,TRUE,3,Day,09:44:15,120,,,Net,0.9346,168.37,1.4,12.29,FALSE,FALSE,,GarciaPenaD,,0.13,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01682,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,"5,5",0,21,,TRUE,3,Day,09:53:12,153,,,Net,0.9515,184.05,1.2,13.44,FALSE,FALSE,,GarciaPenaD,,0.25,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01683,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,1,-15,24,,TRUE,3,Day,12:21:05,121,,,Net,0.927,178.62,1.48,13.04,FALSE,FALSE,,IngramA,,0.18,FALSE,,,HFE Lagrangian sampling.
D01684,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,2,-14,29,,TRUE,3,Day,12:29:05,121,,,Net,0.9108,197.61,1.63,14.43,FALSE,FALSE,,,,0,FALSE,,,HFE Lagrangian sampling.
D01685,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,3,-13.3,16,,TRUE,3,Day,12:37:23,129,,,Net,1.0012,209.26,1.62,15.28,FALSE,FALSE,,GarciaPenaD,,0,FALSE,,,HFE Lagrangian sampling.
D01686,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,4,-12.9,50,,TRUE,3,Day,12:45:34,130,,,Net,0.8636,278.36,2.14,20.32,FALSE,FALSE,,GarciaPenaD,,0.13,FALSE,,,HFE Lagrangian sampling.
D01687,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,5,-12,16.5,,TRUE,3,Day,12:54:18,122,,,Net,0.9915,213.91,1.75,15.62,FALSE,FALSE,,IngramA,,0.3,FALSE,,,HFE Lagrangian sampling.
D01688,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,6,-11.5,34.5,,TRUE,3,Day,13:02:17,138,,,Net,0.9526,262.68,1.9,19.18,FALSE,FALSE,,GarciaPenaD,,0.23,FALSE,,,HFE Lagrangian sampling.
D01689,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,7,-11,20.5,,TRUE,3,Day,13:10:13,135,,,Net,0.9764,187.22,1.39,13.67,FALSE,FALSE,,IngramA,,0.25,FALSE,,,HFE Lagrangian sampling.
D01690,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,8,-10.5,35,,TRUE,3,Day,13:18:00,132,,,Net,0.9941,136.65,1.04,9.98,FALSE,FALSE,,QuigleyT,,0.48,FALSE,,,HFE Lagrangian sampling.
D01691,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,9,-10,12.5,,TRUE,3,Day,14:03:40,127,,,Net,0.9168,178.97,1.41,13.06,FALSE,FALSE,,IngramA,,0.48,FALSE,,,HFE Lagrangian sampling.
D01692,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,10,-9,21.5,,TRUE,3,Day,14:16:30,129,,,Net,0.9343,231.93,1.8,16.93,FALSE,FALSE,,GarciaPenaD,,0.18,FALSE,,,HFE Lagrangian sampling.
D01693,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,11,-8,35.5,,TRUE,3,Day,14:44:55,134,,,Net,0.8992,303.7,2.27,22.17,FALSE,FALSE,,QuigleyT,,0.78,FALSE,,,HFE Lagrangian sampling.
D01694,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,12,-7.5,28.5,,TRUE,3,Day,14:53:27,120,,,Net,0.916,130.3,1.09,9.51,FALSE,FALSE,,IngramA,,0.38,FALSE,,,HFE Lagrangian sampling.
D01695,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,13,-7,42.5,,TRUE,3,Day,15:02:05,149,,,Net,0.9275,206.03,1.38,15.04,FALSE,FALSE,,GarciaPenaD,,0.27,FALSE,,,HFE Lagrangian sampling.
D01696,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,14,-6.5,42,,TRUE,3,Day,15:17:34,140,,,Net,0.946,169.25,1.21,12.36,FALSE,FALSE,,IngramA,,0.28,FALSE,,,HFE Lagrangian sampling.
D01697,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,15,-6,22.5,,TRUE,3,Day,15:25:45,126,,,Net,0.9588,157.69,1.25,11.51,FALSE,FALSE,,IngramA,,0.35,FALSE,,,HFE Lagrangian sampling.
D01698,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,16,-5.5,32,,TRUE,3,Day,15:34:00,130,,,Net,0.919,199.68,1.54,14.58,FALSE,FALSE,,IngramA,,0.45,FALSE,,,HFE Lagrangian sampling.
D01699,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,17,-4.9,26,,TRUE,3,Day,15:42:28,122,,,Net,0.9099,200.75,1.65,14.65,FALSE,FALSE,,IngramA,,0.3,FALSE,,,HFE Lagrangian sampling.
D01700,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,18,-4,22.5,,TRUE,3,Day,15:51:55,133,,,Net,0.9488,194.97,1.47,14.23,FALSE,FALSE,,QuigleyT,,0.73,FALSE,,,HFE Lagrangian sampling.
D01701,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,19,-3.5,22,,TRUE,3,Day,16:04:12,129,,,Net,0.9443,206.46,1.6,15.07,FALSE,FALSE,,GarciaPenaD,,0.72,FALSE,,,HFE Lagrangian sampling.
D01702,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,20,-2.6,44,,TRUE,3,Day,16:20:01,139,,,Net,0.9184,186.52,1.34,13.62,FALSE,FALSE,,QuigleyT,,0.97,FALSE,,,HFE Lagrangian sampling.
D01703,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,21,-2.1,21,,TRUE,3,Day,16:29:39,129,,,Net,0.9642,317.66,2.46,23.19,FALSE,FALSE,,QuigleyT,,1.6,FALSE,,,HFE Lagrangian sampling.
D01704,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,22,-1,36.5,,TRUE,3,Day,16:40:35,140,,,Net,1.0145,178.24,1.27,13.01,FALSE,FALSE,,QuigleyT,,1.15,FALSE,,,HFE Lagrangian sampling.
D01705,LF20131110,GrandCanyon,CRLeesFerry,11/15/2013,23,0,27.5,,TRUE,3,Day,16:54:32,120,,,Net,0.6443,177.94,1.48,12.99,TRUE,FALSE,,IngramA,,0.62,FALSE,,,HFE Lagrangian sampling. Flowmeter readings and therefore low filtration efficiency verified (2017-06-27 JDM).
D01706,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,"1,1",0,26.5,,TRUE,3,Day,09:05:16,183,,,Net,0.9989,153.14,0.84,11.18,FALSE,FALSE,,EvansM,,0.73,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01707,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,"2,2",0,26.5,,TRUE,3,Day,09:14:18,177,,,Net,0.9454,155.64,0.88,11.36,FALSE,FALSE,,EvansM,,0.37,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01708,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,"3,3",0,24.5,,TRUE,3,Day,09:23:08,180,,,Net,,176.25,0.98,12.87,FALSE,FALSE,,EvansM,,0.37,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01709,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,"4,4",0,21,,TRUE,3,Day,09:31:11,182,,,Net,0.942,127.99,0.7,9.34,FALSE,FALSE,,EvansM,,0.23,FALSE,,,"HFE cableway cross-section. Cross section broken up into fifths, with station 1 on river left and station 5 on river right (recorded after comma in Sample #). Stations 1-4 are identical to typical cableway cross sections, with station 5 added due to incre"
D01710,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,1,-15,16,,TRUE,3,Day,11:29:33,182,,,Net,0.9523,184.24,1.01,13.45,FALSE,FALSE,,GarciaPenaD,,0.1,FALSE,,,HFE Lagrangian sampling.
D01711,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,2,-14,16.5,,TRUE,3,Day,11:39:31,184,,,Net,0.8917,119.44,0.65,8.72,FALSE,FALSE,,GarciaPenaD,,0.08,FALSE,,,HFE Lagrangian sampling.
D01712,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,3,-13.3,11.5,,TRUE,3,Day,11:49:36,187,,,Net,1.0105,204.33,1.09,14.92,FALSE,FALSE,,IngramA,,0.1,FALSE,,,HFE Lagrangian sampling.
D01713,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,4,-12.9,25,,TRUE,3,Day,11:59:07,194,,,Net,0.9728,342.68,1.77,25.02,FALSE,FALSE,,IngramA,,0.17,FALSE,,,HFE Lagrangian sampling.
D01714,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,5,-12,10.5,,TRUE,3,Day,12:10:09,178,,,Net,0.9881,365.06,2.05,26.65,FALSE,FALSE,,GarciaPenaD,,0.07,FALSE,,,HFE Lagrangian sampling.
D01715,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,6,-11.5,27.5,,TRUE,3,Day,12:20:48,181,,,Net,0.9315,202.93,1.12,14.81,FALSE,FALSE,,GarciaPenaD,,0.17,FALSE,,,HFE Lagrangian sampling.
D01716,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,7,-11,11,,TRUE,3,Day,13:25:30,180,,,Net,0.8967,218.54,1.21,15.95,FALSE,FALSE,,IngramA,,0.17,FALSE,,,HFE Lagrangian sampling.
D01717,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,8,-10.5,18.5,,TRUE,3,Day,13:35:08,181,,,Net,0.8271,113.28,0.63,8.27,FALSE,FALSE,,IngramA,,0.12,FALSE,,,HFE Lagrangian sampling.
D01718,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,9,-10,11,,TRUE,3,Day,13:46:43,181,,,Net,0.9995,196.8,1.09,14.37,FALSE,FALSE,,GarciaPenaD,,0.13,FALSE,,,HFE Lagrangian sampling.
D01719,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,10,-9,12,,TRUE,3,Day,13:57:00,182,,,Net,0.9368,200.11,1.1,14.61,FALSE,FALSE,,GarciaPenaD,,0.13,FALSE,,,HFE Lagrangian sampling.
D01720,LF20131110,GrandCanyon,CRLeesFerry,11/16/2013,11,-8,19.5,,TRUE,3,Day,14:10:38,183,,,Net,0.9773,214.39,1.17,15.65,FALSE,FALSE,,GarciaPenaD,,0.15,FALSE,,,HFE Lagrangian sampling.
